C,B,A
hither,defoe-robinson-103.txt,4.55E-05
hull,defoe-robinson-103.txt,4.55E-05
imaginable,defoe-robinson-103.txt,4.55E-05
july,defoe-robinson-103.txt,4.55E-05
leisure,defoe-robinson-103.txt,4.55E-05
merchants,defoe-robinson-103.txt,4.55E-05
misfortunes,defoe-robinson-103.txt,4.55E-05
monstrous,defoe-robinson-103.txt,4.55E-05
musket,defoe-robinson-103.txt,4.55E-05
nations,defoe-robinson-103.txt,4.55E-05
notions,defoe-robinson-103.txt,4.55E-05
poll,defoe-robinson-103.txt,4.55E-05
posts,defoe-robinson-103.txt,4.55E-05
produce,defoe-robinson-103.txt,4.55E-05
proposal,defoe-robinson-103.txt,4.55E-05
rained,defoe-robinson-103.txt,4.55E-05
remote,defoe-robinson-103.txt,4.55E-05
retired,defoe-robinson-103.txt,4.55E-05
sailed,defoe-robinson-103.txt,4.55E-05
sailor,defoe-robinson-103.txt,4.55E-05
scripture,defoe-robinson-103.txt,4.55E-05
sensible,defoe-robinson-103.txt,4.55E-05
settle,defoe-robinson-103.txt,4.55E-05
shovel,defoe-robinson-103.txt,4.55E-05
slave,defoe-robinson-103.txt,4.55E-05
smith,defoe-robinson-103.txt,4.55E-05
spain,defoe-robinson-103.txt,4.55E-05
square,defoe-robinson-103.txt,4.55E-05
uneasy,defoe-robinson-103.txt,4.55E-05
upper,defoe-robinson-103.txt,4.55E-05
venturing,defoe-robinson-103.txt,4.55E-05
vessels,defoe-robinson-103.txt,4.55E-05
widow,defoe-robinson-103.txt,4.55E-05
wretch,defoe-robinson-103.txt,4.55E-05
ability,callwild,4.29E-05
abreast,callwild,4.29E-05
accepting,callwild,4.29E-05
accomplished,callwild,4.29E-05
administered,callwild,4.29E-05
adoration,callwild,4.29E-05
affirmed,callwild,4.29E-05
afoot,callwild,4.29E-05
ah,callwild,4.29E-05
aid,callwild,4.29E-05
ain,callwild,4.29E-05
alaska,callwild,4.29E-05
antlers,callwild,4.29E-05
anyt,callwild,4.29E-05
anyway,callwild,4.29E-05
appeasingly,callwild,4.29E-05
array,callwild,4.29E-05
articles,callwild,4.29E-05
ascended,callwild,4.29E-05
attached,callwild,4.29E-05
avail,callwild,4.29E-05
awakening,callwild,4.29E-05
bacon,callwild,4.29E-05
badly,callwild,4.29E-05
barked,callwild,4.29E-05
barracks,callwild,4.29E-05
barrens,callwild,4.29E-05
beaver,callwild,4.29E-05
becoming,callwild,4.29E-05
bells,callwild,4.29E-05
belongings,callwild,4.29E-05
bench,callwild,4.29E-05
bennett,callwild,4.29E-05
berry,callwild,4.29E-05
beset,callwild,4.29E-05
besetting,callwild,4.29E-05
beside,callwild,4.29E-05
birch,callwild,4.29E-05
blazing,callwild,4.29E-05
bleak,callwild,4.29E-05
bloodshot,callwild,4.29E-05
bluff,callwild,4.29E-05
blundered,callwild,4.29E-05
borealis,callwild,4.29E-05
borne,callwild,4.29E-05
bounded,callwild,4.29E-05
breathe,callwild,4.29E-05
brief,callwild,4.29E-05
brown,callwild,4.29E-05
bursting,callwild,4.29E-05
callous,callwild,4.29E-05
callowness,callwild,4.29E-05
calves,callwild,4.29E-05
canned,callwild,4.29E-05
canon,callwild,4.29E-05
capsized,callwild,4.29E-05
cement,callwild,4.29E-05
chant,callwild,4.29E-05
churned,callwild,4.29E-05
civilisation,callwild,4.29E-05
claims,callwild,4.29E-05
clamour,callwild,4.29E-05
clever,callwild,4.29E-05
clip,callwild,4.29E-05
clipping,callwild,4.29E-05
closely,callwild,4.29E-05
clutching,callwild,4.29E-05
code,callwild,4.29E-05
coils,callwild,4.29E-05
compactly,callwild,4.29E-05
completeness,callwild,4.29E-05
concerning,callwild,4.29E-05
confidently,callwild,4.29E-05
conspicuous,callwild,4.29E-05
contagion,callwild,4.29E-05
continuous,callwild,4.29E-05
control,callwild,4.29E-05
cooks,callwild,4.29E-05
coolly,callwild,4.29E-05
countless,callwild,4.29E-05
couple,callwild,4.29E-05
crackling,callwild,4.29E-05
craftily,callwild,4.29E-05
crashed,callwild,4.29E-05
crept,callwild,4.29E-05
crest,callwild,4.29E-05
crippled,callwild,4.29E-05
crouching,callwild,4.29E-05
cruelly,callwild,4.29E-05
cunningly,callwild,4.29E-05
curses,callwild,4.29E-05
daunted,callwild,4.29E-05
dazed,callwild,4.29E-05
dears,callwild,4.29E-05
defied,callwild,4.29E-05
demonstrative,callwild,4.29E-05
departed,callwild,4.29E-05
depths,callwild,4.29E-05
descent,callwild,4.29E-05
developed,callwild,4.29E-05
dimly,callwild,4.29E-05
discarded,callwild,4.29E-05
draggled,callwild,4.29E-05
dreamily,callwild,4.29E-05
dreaming,callwild,4.29E-05
drifting,callwild,4.29E-05
drooping,callwild,4.29E-05
duplicated,callwild,4.29E-05
earlier,callwild,4.29E-05
eldorado,callwild,4.29E-05
endless,callwild,4.29E-05
enforcing,callwild,4.29E-05
erect,callwild,4.29E-05
error,callwild,4.29E-05
excess,callwild,4.29E-05
exchanged,callwild,4.29E-05
excitement,callwild,4.29E-05
exertion,callwild,4.29E-05
exploit,callwild,4.29E-05
exquisite,callwild,4.29E-05
faintest,callwild,4.29E-05
faintly,callwild,4.29E-05
familiarity,callwild,4.29E-05
fare,callwild,4.29E-05
fat,callwild,4.29E-05
feathered,callwild,4.29E-05
feature,callwild,4.29E-05
feigned,callwild,4.29E-05
fibre,callwild,4.29E-05
fiend,callwild,4.29E-05
fierceness,callwild,4.29E-05
flanks,callwild,4.29E-05
flies,callwild,4.29E-05
fling,callwild,4.29E-05
floundered,callwild,4.29E-05
foe,callwild,4.29E-05
footing,callwild,4.29E-05
forelegs,callwild,4.29E-05
forgetfulness,callwild,4.29E-05
forlorn,callwild,4.29E-05
fountain,callwild,4.29E-05
froze,callwild,4.29E-05
fur,callwild,4.29E-05
furred,callwild,4.29E-05
gain,callwild,4.29E-05
gaze,callwild,4.29E-05
ghost,callwild,4.29E-05
gif,callwild,4.29E-05
gigantic,callwild,4.29E-05
glaciers,callwild,4.29E-05
glance,callwild,4.29E-05
gloomy,callwild,4.29E-05
grades,callwild,4.29E-05
grandsons,callwild,4.29E-05
grasses,callwild,4.29E-05
grievance,callwild,4.29E-05
grinned,callwild,4.29E-05
grooms,callwild,4.29E-05
haired,callwild,4.29E-05
hairless,callwild,4.29E-05
halfway,callwild,4.29E-05
hardest,callwild,4.29E-05
harsh,callwild,4.29E-05
hatred,callwild,4.29E-05
heartedly,callwild,4.29E-05
heed,callwild,4.29E-05
helper,callwild,4.29E-05
heralded,callwild,4.29E-05
heredity,callwild,4.29E-05
herself,callwild,4.29E-05
holds,callwild,4.29E-05
hudson,callwild,4.29E-05
hunter,callwild,4.29E-05
hurling,callwild,4.29E-05
ignored,callwild,4.29E-05
im,callwild,4.29E-05
impact,callwild,4.29E-05
imperative,callwild,4.29E-05
inability,callwild,4.29E-05
included,callwild,4.29E-05
indigestible,callwild,4.29E-05
inexorable,callwild,4.29E-05
ing,callwild,4.29E-05
injured,callwild,4.29E-05
instinct,callwild,4.29E-05
instinctively,callwild,4.29E-05
intimate,callwild,4.29E-05
introduction,callwild,4.29E-05
investigate,callwild,4.29E-05
irritating,callwild,4.29E-05
japanese,callwild,4.29E-05
jarring,callwild,4.29E-05
jaw,callwild,4.29E-05
jerks,callwild,4.29E-05
jingo,callwild,4.29E-05
jugular,callwild,4.29E-05
keel,callwild,4.29E-05
keenly,callwild,4.29E-05
knelt,callwild,4.29E-05
knocking,callwild,4.29E-05
knuckles,callwild,4.29E-05
lap,callwild,4.29E-05
lashing,callwild,4.29E-05
lashings,callwild,4.29E-05
latent,callwild,4.29E-05
lazily,callwild,4.29E-05
le,callwild,4.29E-05
lick,callwild,4.29E-05
lifeless,callwild,4.29E-05
lingered,callwild,4.29E-05
logs,callwild,4.29E-05
lonely,callwild,4.29E-05
lovingly,callwild,4.29E-05
luring,callwild,4.29E-05
madly,callwild,4.29E-05
makes,callwild,4.29E-05
malignant,callwild,4.29E-05
manifested,callwild,4.29E-05
mebbe,callwild,4.29E-05
member,callwild,4.29E-05
menace,callwild,4.29E-05
menacingly,callwild,4.29E-05
mercilessly,callwild,4.29E-05
messengers,callwild,4.29E-05
metal,callwild,4.29E-05
mexican,callwild,4.29E-05
miners,callwild,4.29E-05
mineself,callwild,4.29E-05
missing,callwild,4.29E-05
mittened,callwild,4.29E-05
moods,callwild,4.29E-05
morose,callwild,4.29E-05
mothers,callwild,4.29E-05
mould,callwild,4.29E-05
mournfully,callwild,4.29E-05
murmurs,callwild,4.29E-05
nerve,callwild,4.29E-05
nevaire,callwild,4.29E-05
nevertheless,callwild,4.29E-05
newspapers,callwild,4.29E-05
nightmare,callwild,4.29E-05
northwest,callwild,4.29E-05
nudge,callwild,4.29E-05
nuggets,callwild,4.29E-05
numb,callwild,4.29E-05
official,callwild,4.29E-05
orthodox,callwild,4.29E-05
ounce,callwild,4.29E-05
overhauled,callwild,4.29E-05
painfully,callwild,4.29E-05
panic,callwild,4.29E-05
partridges,callwild,4.29E-05
patches,callwild,4.29E-05
paws,callwild,4.29E-05
pelly,callwild,4.29E-05
peril,callwild,4.29E-05
periods,callwild,4.29E-05
persisted,callwild,4.29E-05
phrase,callwild,4.29E-05
placatingly,callwild,4.29E-05
pleaded,callwild,4.29E-05
pointers,callwild,4.29E-05
pooh,callwild,4.29E-05
previous,callwild,4.29E-05
preyed,callwild,4.29E-05
prided,callwild,4.29E-05
prints,callwild,4.29E-05
proclaimed,callwild,4.29E-05
promptly,callwild,4.29E-05
propelled,callwild,4.29E-05
propeller,callwild,4.29E-05
protected,callwild,4.29E-05
prowess,callwild,4.29E-05
pug,callwild,4.29E-05
queek,callwild,4.29E-05
quickened,callwild,4.29E-05
raced,callwild,4.29E-05
raged,callwild,4.29E-05
ragged,callwild,4.29E-05
ram,callwild,4.29E-05
rampant,callwild,4.29E-05
rang,callwild,4.29E-05
rapped,callwild,4.29E-05
rashness,callwild,4.29E-05
raw,callwild,4.29E-05
realised,callwild,4.29E-05
reared,callwild,4.29E-05
recognised,callwild,4.29E-05
rejoin,callwild,4.29E-05
releasing,callwild,4.29E-05
reluctantly,callwild,4.29E-05
remarked,callwild,4.29E-05
rend,callwild,4.29E-05
rending,callwild,4.29E-05
res,callwild,4.29E-05
restlessly,callwild,4.29E-05
result,callwild,4.29E-05
retraced,callwild,4.29E-05
revolt,callwild,4.29E-05
rim,callwild,4.29E-05
rink,callwild,4.29E-05
risk,callwild,4.29E-05
roamed,callwild,4.29E-05
roared,callwild,4.29E-05
robbed,callwild,4.29E-05
robe,callwild,4.29E-05
rotted,callwild,4.29E-05
rouse,callwild,4.29E-05
sacredam,callwild,4.29E-05
salient,callwild,4.29E-05
san,callwild,4.29E-05
sang,callwild,4.29E-05
savagely,callwild,4.29E-05
scale,callwild,4.29E-05
scarred,callwild,4.29E-05
scented,callwild,4.29E-05
scored,callwild,4.29E-05
scrambling,callwild,4.29E-05
scratched,callwild,4.29E-05
scream,callwild,4.29E-05
screamed,callwild,4.29E-05
seattle,callwild,4.29E-05
selected,callwild,4.29E-05
seventy,callwild,4.29E-05
sex,callwild,4.29E-05
shades,callwild,4.29E-05
sharply,callwild,4.29E-05
shivered,callwild,4.29E-05
shone,callwild,4.29E-05
shreds,callwild,4.29E-05
shrewdly,callwild,4.29E-05
shriek,callwild,4.29E-05
sights,callwild,4.29E-05
silvery,callwild,4.29E-05
similar,callwild,4.29E-05
singing,callwild,4.29E-05
skeletons,callwild,4.29E-05
snarled,callwild,4.29E-05
sniffing,callwild,4.29E-05
snort,callwild,4.29E-05
snowshoe,callwild,4.29E-05
snubbing,callwild,4.29E-05
solidarity,callwild,4.29E-05
spears,callwild,4.29E-05
spilling,callwild,4.29E-05
spitzbergen,callwild,4.29E-05
sprayed,callwild,4.29E-05
staggering,callwild,4.29E-05
stalked,callwild,4.29E-05
star,callwild,4.29E-05
starvation,callwild,4.29E-05
stealing,callwild,4.29E-05
steamer,callwild,4.29E-05
steel,callwild,4.29E-05
stewart,callwild,4.29E-05
strain,callwild,4.29E-05
strained,callwild,4.29E-05
stray,callwild,4.29E-05
streamed,callwild,4.29E-05
stroll,callwild,4.29E-05
strove,callwild,4.29E-05
strung,callwild,4.29E-05
superfluous,callwild,4.29E-05
surcharged,callwild,4.29E-05
surely,callwild,4.29E-05
surging,callwild,4.29E-05
swarthy,callwild,4.29E-05
system,callwild,4.29E-05
tamed,callwild,4.29E-05
tense,callwild,4.29E-05
terriers,callwild,4.29E-05
test,callwild,4.29E-05
thawing,callwild,4.29E-05
thereafter,callwild,4.29E-05
thief,callwild,4.29E-05
thighs,callwild,4.29E-05
thrashing,callwild,4.29E-05
throbbed,callwild,4.29E-05
tight,callwild,4.29E-05
tightening,callwild,4.29E-05
timid,callwild,4.29E-05
tips,callwild,4.29E-05
tiredness,callwild,4.29E-05
toiled,callwild,4.29E-05
ton,callwild,4.29E-05
tongues,callwild,4.29E-05
tore,callwild,4.29E-05
tormentors,callwild,4.29E-05
total,callwild,4.29E-05
tottered,callwild,4.29E-05
toughest,callwild,4.29E-05
trait,callwild,4.29E-05
treated,callwild,4.29E-05
tricks,callwild,4.29E-05
triumphantly,callwild,4.29E-05
trotted,callwild,4.29E-05
trying,callwild,4.29E-05
unafraid,callwild,4.29E-05
unfair,callwild,4.29E-05
unfastened,callwild,4.29E-05
unloaded,callwild,4.29E-05
unrest,callwild,4.29E-05
unwashed,callwild,4.29E-05
vainly,callwild,4.29E-05
vigour,callwild,4.29E-05
virility,callwild,4.29E-05
voices,callwild,4.29E-05
wager,callwild,4.29E-05
wages,callwild,4.29E-05
wagged,callwild,4.29E-05
wash,callwild,4.29E-05
watery,callwild,4.29E-05
weird,callwild,4.29E-05
welfare,callwild,4.29E-05
wept,callwild,4.29E-05
whipping,callwild,4.29E-05
whirl,callwild,4.29E-05
whirlwind,callwild,4.29E-05
whisper,callwild,4.29E-05
whittling,callwild,4.29E-05
whoa,callwild,4.29E-05
wistfully,callwild,4.29E-05
woe,callwild,4.29E-05
wolfish,callwild,4.29E-05
worthless,callwild,4.29E-05
wreckage,callwild,4.29E-05
wrestled,callwild,4.29E-05
wriggled,callwild,4.29E-05
writhed,callwild,4.29E-05
writhing,callwild,4.29E-05
written,callwild,4.29E-05
yawned,callwild,4.29E-05
yelps,callwild,4.29E-05
30th,defoe-robinson-103.txt,3.98E-05
4,defoe-robinson-103.txt,3.98E-05
act,defoe-robinson-103.txt,3.98E-05
alas,defoe-robinson-103.txt,3.98E-05
anywhere,defoe-robinson-103.txt,3.98E-05
application,defoe-robinson-103.txt,3.98E-05
assistance,defoe-robinson-103.txt,3.98E-05
assisted,defoe-robinson-103.txt,3.98E-05
bearded,defoe-robinson-103.txt,3.98E-05
beat,defoe-robinson-103.txt,3.98E-05
belonging,defoe-robinson-103.txt,3.98E-05
blessed,defoe-robinson-103.txt,3.98E-05
boatswain,defoe-robinson-103.txt,3.98E-05
burnt,defoe-robinson-103.txt,3.98E-05
cables,defoe-robinson-103.txt,3.98E-05
calls,defoe-robinson-103.txt,3.98E-05
cannibals,defoe-robinson-103.txt,3.98E-05
cape,defoe-robinson-103.txt,3.98E-05
clock,defoe-robinson-103.txt,3.98E-05
color,defoe-robinson-103.txt,3.98E-05
comforted,defoe-robinson-103.txt,3.98E-05
confess,defoe-robinson-103.txt,3.98E-05
convenient,defoe-robinson-103.txt,3.98E-05
countenance,defoe-robinson-103.txt,3.98E-05
depend,defoe-robinson-103.txt,3.98E-05
disposition,defoe-robinson-103.txt,3.98E-05
distemper,defoe-robinson-103.txt,3.98E-05
englishman,defoe-robinson-103.txt,3.98E-05
exactly,defoe-robinson-103.txt,3.98E-05
extraordinary,defoe-robinson-103.txt,3.98E-05
fenced,defoe-robinson-103.txt,3.98E-05
fitted,defoe-robinson-103.txt,3.98E-05
fleet,defoe-robinson-103.txt,3.98E-05
frequent,defoe-robinson-103.txt,3.98E-05
furious,defoe-robinson-103.txt,3.98E-05
goodness,defoe-robinson-103.txt,3.98E-05
gratitude,defoe-robinson-103.txt,3.98E-05
guess,defoe-robinson-103.txt,3.98E-05
happily,defoe-robinson-103.txt,3.98E-05
hat,defoe-robinson-103.txt,3.98E-05
hatchets,defoe-robinson-103.txt,3.98E-05
hereafter,defoe-robinson-103.txt,3.98E-05
highest,defoe-robinson-103.txt,3.98E-05
horrid,defoe-robinson-103.txt,3.98E-05
inquired,defoe-robinson-103.txt,3.98E-05
limbs,defoe-robinson-103.txt,3.98E-05
meddle,defoe-robinson-103.txt,3.98E-05
moor,defoe-robinson-103.txt,3.98E-05
murder,defoe-robinson-103.txt,3.98E-05
ocean,defoe-robinson-103.txt,3.98E-05
parcel,defoe-robinson-103.txt,3.98E-05
persuaded,defoe-robinson-103.txt,3.98E-05
planting,defoe-robinson-103.txt,3.98E-05
port,defoe-robinson-103.txt,3.98E-05
portugal,defoe-robinson-103.txt,3.98E-05
praying,defoe-robinson-103.txt,3.98E-05
prisoner,defoe-robinson-103.txt,3.98E-05
probable,defoe-robinson-103.txt,3.98E-05
prodigious,defoe-robinson-103.txt,3.98E-05
proposed,defoe-robinson-103.txt,3.98E-05
provide,defoe-robinson-103.txt,3.98E-05
pursue,defoe-robinson-103.txt,3.98E-05
raise,defoe-robinson-103.txt,3.98E-05
rate,defoe-robinson-103.txt,3.98E-05
rational,defoe-robinson-103.txt,3.98E-05
reckoning,defoe-robinson-103.txt,3.98E-05
reduced,defoe-robinson-103.txt,3.98E-05
resolutions,defoe-robinson-103.txt,3.98E-05
roads,defoe-robinson-103.txt,3.98E-05
robinson,defoe-robinson-103.txt,3.98E-05
seaside,defoe-robinson-103.txt,3.98E-05
security,defoe-robinson-103.txt,3.98E-05
signals,defoe-robinson-103.txt,3.98E-05
singled,defoe-robinson-103.txt,3.98E-05
spade,defoe-robinson-103.txt,3.98E-05
spared,defoe-robinson-103.txt,3.98E-05
success,defoe-robinson-103.txt,3.98E-05
turning,defoe-robinson-103.txt,3.98E-05
ugly,defoe-robinson-103.txt,3.98E-05
undone,defoe-robinson-103.txt,3.98E-05
usage,defoe-robinson-103.txt,3.98E-05
usually,defoe-robinson-103.txt,3.98E-05
verily,defoe-robinson-103.txt,3.98E-05
waked,defoe-robinson-103.txt,3.98E-05
walking,defoe-robinson-103.txt,3.98E-05
wanting,defoe-robinson-103.txt,3.98E-05
wealth,defoe-robinson-103.txt,3.98E-05
wickedness,defoe-robinson-103.txt,3.98E-05
wonderfully,defoe-robinson-103.txt,3.98E-05
abhorrence,defoe-robinson-103.txt,3.41E-05
acknowledge,defoe-robinson-103.txt,3.41E-05
acquainted,defoe-robinson-103.txt,3.41E-05
affections,defoe-robinson-103.txt,3.41E-05
afflicting,defoe-robinson-103.txt,3.41E-05
aground,defoe-robinson-103.txt,3.41E-05
aim,defoe-robinson-103.txt,3.41E-05
applied,defoe-robinson-103.txt,3.41E-05
army,defoe-robinson-103.txt,3.41E-05
assured,defoe-robinson-103.txt,3.41E-05
atkins,defoe-robinson-103.txt,3.41E-05
awake,defoe-robinson-103.txt,3.41E-05
begun,defoe-robinson-103.txt,3.41E-05
bible,defoe-robinson-103.txt,3.41E-05
books,defoe-robinson-103.txt,3.41E-05
branches,defoe-robinson-103.txt,3.41E-05
cake,defoe-robinson-103.txt,3.41E-05
cases,defoe-robinson-103.txt,3.41E-05
casks,defoe-robinson-103.txt,3.41E-05
clay,defoe-robinson-103.txt,3.41E-05
comforts,defoe-robinson-103.txt,3.41E-05
consent,defoe-robinson-103.txt,3.41E-05
consequences,defoe-robinson-103.txt,3.41E-05
considerably,defoe-robinson-103.txt,3.41E-05
contrivance,defoe-robinson-103.txt,3.41E-05
crow,defoe-robinson-103.txt,3.41E-05
diameter,defoe-robinson-103.txt,3.41E-05
dispose,defoe-robinson-103.txt,3.41E-05
drawers,defoe-robinson-103.txt,3.41E-05
dreadfully,defoe-robinson-103.txt,3.41E-05
dress,defoe-robinson-103.txt,3.41E-05
eggs,defoe-robinson-103.txt,3.41E-05
endeavored,defoe-robinson-103.txt,3.41E-05
enjoy,defoe-robinson-103.txt,3.41E-05
equinox,defoe-robinson-103.txt,3.41E-05
example,defoe-robinson-103.txt,3.41E-05
execution,defoe-robinson-103.txt,3.41E-05
expedition,defoe-robinson-103.txt,3.41E-05
fatigued,defoe-robinson-103.txt,3.41E-05
firing,defoe-robinson-103.txt,3.41E-05
firm,defoe-robinson-103.txt,3.41E-05
flow,defoe-robinson-103.txt,3.41E-05
follows,defoe-robinson-103.txt,3.41E-05
foolish,defoe-robinson-103.txt,3.41E-05
forecastle,defoe-robinson-103.txt,3.41E-05
foresaw,defoe-robinson-103.txt,3.41E-05
gale,defoe-robinson-103.txt,3.41E-05
gestures,defoe-robinson-103.txt,3.41E-05
glasses,defoe-robinson-103.txt,3.41E-05
grain,defoe-robinson-103.txt,3.41E-05
gulf,defoe-robinson-103.txt,3.41E-05
gunner,defoe-robinson-103.txt,3.41E-05
gunpowder,defoe-robinson-103.txt,3.41E-05
hastily,defoe-robinson-103.txt,3.41E-05
hills,defoe-robinson-103.txt,3.41E-05
hit,defoe-robinson-103.txt,3.41E-05
impatient,defoe-robinson-103.txt,3.41E-05
improvement,defoe-robinson-103.txt,3.41E-05
inexpressible,defoe-robinson-103.txt,3.41E-05
inhuman,defoe-robinson-103.txt,3.41E-05
innocent,defoe-robinson-103.txt,3.41E-05
inquiry,defoe-robinson-103.txt,3.41E-05
invention,defoe-robinson-103.txt,3.41E-05
january,defoe-robinson-103.txt,3.41E-05
latter,defoe-robinson-103.txt,3.41E-05
launch,defoe-robinson-103.txt,3.41E-05
magazine,defoe-robinson-103.txt,3.41E-05
measure,defoe-robinson-103.txt,3.41E-05
misfortune,defoe-robinson-103.txt,3.41E-05
natural,defoe-robinson-103.txt,3.41E-05
oar,defoe-robinson-103.txt,3.41E-05
particulars,defoe-robinson-103.txt,3.41E-05
pensive,defoe-robinson-103.txt,3.41E-05
periagua,defoe-robinson-103.txt,3.41E-05
perspective,defoe-robinson-103.txt,3.41E-05
plank,defoe-robinson-103.txt,3.41E-05
please,defoe-robinson-103.txt,3.41E-05
practice,defoe-robinson-103.txt,3.41E-05
procuration,defoe-robinson-103.txt,3.41E-05
rafts,defoe-robinson-103.txt,3.41E-05
readily,defoe-robinson-103.txt,3.41E-05
reckoned,defoe-robinson-103.txt,3.41E-05
recovering,defoe-robinson-103.txt,3.41E-05
redemption,defoe-robinson-103.txt,3.41E-05
reflect,defoe-robinson-103.txt,3.41E-05
reflected,defoe-robinson-103.txt,3.41E-05
relieve,defoe-robinson-103.txt,3.41E-05
remembrance,defoe-robinson-103.txt,3.41E-05
repent,defoe-robinson-103.txt,3.41E-05
roll,defoe-robinson-103.txt,3.41E-05
