A,B
784,7.50E-05
156,7.48E-05
6628,7.48E-05
1913,7.48E-05
4360,7.48E-05
1788,7.47E-05
15945,7.47E-05
9636,7.47E-05
11291,7.46E-05
1780,7.46E-05
12584,7.44E-05
36,7.44E-05
2866,7.44E-05
707,7.43E-05
34089,7.43E-05
17945,7.43E-05
10881,7.42E-05
2432,7.42E-05
23959,7.41E-05
20072,7.39E-05
3278,7.39E-05
3350,7.38E-05
13735,7.38E-05
4486,7.38E-05
788,7.38E-05
33296,7.38E-05
58504,7.37E-05
10250,7.37E-05
5519,7.36E-05
2224,7.36E-05
3935,7.36E-05
2632,7.36E-05
4121,7.35E-05
359,7.35E-05
1200,7.34E-05
1546,7.34E-05
2031,7.33E-05
10506,7.33E-05
17240,7.33E-05
6014,7.33E-05
3906,7.31E-05
334,7.30E-05
2377,7.30E-05
7249,7.30E-05
15941,7.30E-05
15357,7.29E-05
974,7.28E-05
10937,7.28E-05
4798,7.28E-05
4940,7.27E-05
2455,7.27E-05
4420,7.26E-05
10403,7.26E-05
2990,7.25E-05
33124,7.24E-05
2156,7.24E-05
7429,7.23E-05
142,7.23E-05
3863,7.22E-05
2961,7.22E-05
1056,7.20E-05
2897,7.19E-05
13367,7.19E-05
3716,7.19E-05
6860,7.19E-05
16360,7.18E-05
9324,7.17E-05
581,7.17E-05
2559,7.17E-05
3155,7.17E-05
643,7.17E-05
5064,7.17E-05
1250,7.15E-05
3593,7.14E-05
4276,7.13E-05
454,7.13E-05
3040,7.12E-05
23991,7.12E-05
2496,7.11E-05
11188,7.11E-05
327,7.11E-05
656,7.10E-05
3922,7.10E-05
3880,7.10E-05
5778,7.10E-05
364,7.08E-05
239,7.08E-05
2933,7.08E-05
1519,7.07E-05
26408,7.07E-05
1509,7.07E-05
3903,7.06E-05
4327,7.06E-05
3772,7.04E-05
3719,7.03E-05
4703,7.03E-05
10493,7.02E-05
3827,7.02E-05
1170,7.01E-05
582,7.00E-05
2440,7.00E-05
1271,7.00E-05
12058,6.99E-05
4958,6.99E-05
3172,6.99E-05
617,6.99E-05
6131,6.98E-05
302,6.97E-05
167,6.97E-05
5980,6.97E-05
16935,6.97E-05
7035,6.97E-05
372,6.96E-05
6166,6.95E-05
2549,6.95E-05
8003,6.94E-05
3185,6.93E-05
7125,6.93E-05
16,6.92E-05
4329,6.91E-05
4320,6.91E-05
7470,6.91E-05
2250,6.90E-05
7796,6.89E-05
7178,6.89E-05
145,6.89E-05
4679,6.88E-05
2729,6.87E-05
1934,6.87E-05
444,6.87E-05
1120,6.87E-05
3004,6.87E-05
7618,6.87E-05
254,6.87E-05
1504,6.85E-05
3881,6.83E-05
3986,6.80E-05
10964,6.79E-05
17576,6.79E-05
1494,6.79E-05
1424,6.79E-05
6966,6.78E-05
1219,6.76E-05
1702,6.76E-05
1579,6.75E-05
6051,6.75E-05
2254,6.75E-05
2577,6.75E-05
10721,6.73E-05
14816,6.72E-05
874,6.71E-05
1496,6.71E-05
584,6.71E-05
16199,6.69E-05
323,6.69E-05
1713,6.69E-05
926,6.68E-05
2168,6.68E-05
14518,6.64E-05
5286,6.64E-05
1145,6.64E-05
7254,6.64E-05
62,6.64E-05
11763,6.63E-05
4340,6.63E-05
3887,6.62E-05
4964,6.61E-05
6173,6.60E-05
4941,6.60E-05
4067,6.59E-05
718,6.59E-05
7408,6.59E-05
18964,6.58E-05
2553,6.58E-05
8532,6.56E-05
17429,6.55E-05
2276,6.55E-05
560,6.55E-05
2906,6.54E-05
6765,6.54E-05
2243,6.54E-05
9974,6.53E-05
7619,6.52E-05
2006,6.52E-05
21634,6.52E-05
6905,6.52E-05
8169,6.52E-05
6582,6.52E-05
2448,6.52E-05
1725,6.52E-05
14879,6.51E-05
2476,6.50E-05
5942,6.50E-05
9504,6.50E-05
208,6.49E-05
2082,6.49E-05
7490,6.49E-05
4064,6.49E-05
1448,6.49E-05
2235,6.48E-05
1665,6.47E-05
18346,6.46E-05
2145,6.46E-05
14560,6.45E-05
1225,6.45E-05
3549,6.44E-05
541,6.44E-05
6401,6.42E-05
13207,6.41E-05
1659,6.40E-05
3234,6.40E-05
1277,6.40E-05
3118,6.40E-05
2419,6.40E-05
3939,6.39E-05
2693,6.39E-05
10109,6.39E-05
1626,6.39E-05
5659,6.38E-05
9654,6.38E-05
3882,6.38E-05
1971,6.38E-05
1157,6.37E-05
6183,6.36E-05
4424,6.36E-05
6003,6.35E-05
4425,6.35E-05
4450,6.33E-05
3069,6.33E-05
5444,6.33E-05
31014,6.32E-05
16361,6.32E-05
9075,6.32E-05
14017,6.31E-05
3555,6.31E-05
343,6.31E-05
5308,6.30E-05
3445,6.30E-05
3506,6.28E-05
5960,6.28E-05
4564,6.28E-05
694,6.28E-05
5278,6.27E-05
80,6.27E-05
3274,6.26E-05
4333,6.26E-05
492,6.26E-05
11884,6.25E-05
2339,6.25E-05
6346,6.25E-05
8374,6.25E-05
5939,6.24E-05
9634,6.24E-05
8745,6.23E-05
13590,6.22E-05
13999,6.22E-05
4553,6.22E-05
4511,6.22E-05
9071,6.22E-05
2264,6.21E-05
3560,6.21E-05
982,6.21E-05
31494,6.21E-05
10675,6.21E-05
2279,6.20E-05
5974,6.19E-05
3279,6.19E-05
911,6.18E-05
1673,6.18E-05
1379,6.17E-05
11228,6.16E-05
339,6.15E-05
9405,6.14E-05
22371,6.14E-05
1632,6.14E-05
2514,6.13E-05
13123,6.11E-05
1455,6.11E-05
2813,6.11E-05
2425,6.09E-05
84,6.09E-05
3479,6.09E-05
4614,6.09E-05
3509,6.09E-05
15347,6.08E-05
5964,6.08E-05
2256,6.08E-05
3463,6.08E-05
1650,6.07E-05
203,6.07E-05
20851,6.06E-05
4616,6.06E-05
2537,6.06E-05
654,6.05E-05
19660,6.05E-05
10939,6.04E-05
2490,6.04E-05
9312,6.04E-05
2070,6.03E-05
7837,6.02E-05
5035,6.02E-05
2988,6.02E-05
986,6.00E-05
4455,6.00E-05
1750,6.00E-05
830,6.00E-05
6808,6.00E-05
1321,5.99E-05
1752,5.99E-05
1695,5.98E-05
6795,5.98E-05
12572,5.97E-05
5869,5.95E-05
12368,5.95E-05
659,5.95E-05
1169,5.94E-05
3751,5.94E-05
5675,5.94E-05
20381,5.94E-05
2152,5.92E-05
3924,5.91E-05
56223,5.91E-05
1515,5.90E-05
8156,5.90E-05
29470,5.89E-05
7492,5.89E-05
8379,5.89E-05
4501,5.88E-05
9605,5.88E-05
1293,5.88E-05
4465,5.87E-05
6855,5.87E-05
647,5.86E-05
3405,5.86E-05
13443,5.86E-05
703,5.85E-05
387,5.85E-05
6393,5.85E-05
1529,5.85E-05
23989,5.84E-05
1552,5.84E-05
399,5.84E-05
5719,5.84E-05
4419,5.82E-05
6629,5.82E-05
6595,5.82E-05
6594,5.81E-05
7522,5.81E-05
2675,5.81E-05
3835,5.80E-05
2728,5.80E-05
15048,5.80E-05
2516,5.79E-05
701,5.77E-05
731,5.76E-05
11243,5.75E-05
71398,5.75E-05
8653,5.74E-05
3379,5.74E-05
1360,5.74E-05
3850,5.74E-05
1479,5.73E-05
42,5.73E-05
6787,5.73E-05
2196,5.72E-05
1818,5.72E-05
11501,5.72E-05
4523,5.72E-05
3891,5.72E-05
2414,5.72E-05
12952,5.72E-05
5299,5.69E-05
4560,5.69E-05
5908,5.68E-05
14897,5.67E-05
1510,5.67E-05
12754,5.67E-05
8412,5.66E-05
358,5.66E-05
10060,5.65E-05
164,5.65E-05
1544,5.64E-05
6372,5.64E-05
2068,5.64E-05
12578,5.64E-05
9645,5.63E-05
1495,5.63E-05
416,5.63E-05
1777,5.63E-05
6621,5.63E-05
953,5.62E-05
7392,5.62E-05
3774,5.62E-05
2839,5.61E-05
6951,5.61E-05
1994,5.61E-05
8406,5.60E-05
2366,5.60E-05
67832,5.59E-05
6044,5.59E-05
768,5.59E-05
1517,5.58E-05
2041,5.58E-05
10321,5.57E-05
17009,5.57E-05
1246,5.57E-05
2556,5.56E-05
11834,5.56E-05
60380,5.56E-05
60381,5.56E-05
4421,5.55E-05
1634,5.55E-05
12244,5.54E-05
11198,5.54E-05
6489,5.54E-05
1638,5.54E-05
3965,5.53E-05
1630,5.53E-05
1694,5.52E-05
1265,5.52E-05
10271,5.52E-05
185,5.52E-05
3064,5.51E-05
1979,5.51E-05
1522,5.51E-05
4274,5.51E-05
4552,5.50E-05
688,5.50E-05
13265,5.49E-05
4053,5.49E-05
4674,5.49E-05
19674,5.49E-05
5679,5.49E-05
9033,5.49E-05
5642,5.49E-05
12564,5.48E-05
2754,5.48E-05
18773,5.47E-05
10854,5.47E-05
24100,5.47E-05
5503,5.47E-05
1625,5.46E-05
1012,5.46E-05
1204,5.46E-05
3392,5.46E-05
10643,5.45E-05
6879,5.45E-05
3432,5.45E-05
2055,5.45E-05
970,5.44E-05
2792,5.44E-05
20181,5.44E-05
5241,5.43E-05
2547,5.43E-05
2119,5.43E-05
2623,5.43E-05
6948,5.42E-05
15653,5.42E-05
3559,5.42E-05
8397,5.42E-05
10003,5.42E-05
8697,5.41E-05
2281,5.41E-05
618,5.41E-05
700,5.41E-05
3867,5.41E-05
19219,5.40E-05
42329,5.40E-05
1059,5.40E-05
4805,5.38E-05
4391,5.38E-05
9791,5.37E-05
9846,5.37E-05
4362,5.37E-05
10120,5.37E-05
7318,5.37E-05
4453,5.36E-05
2294,5.36E-05
808,5.36E-05
1604,5.35E-05
1883,5.35E-05
3415,5.34E-05
1527,5.34E-05
2233,5.34E-05
2246,5.34E-05
99,5.34E-05
748,5.34E-05
2869,5.33E-05
6172,5.33E-05
2803,5.33E-05
9775,5.32E-05
6677,5.32E-05
540,5.32E-05
6680,5.32E-05
2939,5.31E-05
1026,5.31E-05
1530,5.30E-05
10395,5.30E-05
3994,5.30E-05
6953,5.29E-05
7872,5.29E-05
2163,5.28E-05
5758,5.28E-05
1123,5.28E-05
9087,5.28E-05
675,5.27E-05
2157,5.27E-05
8002,5.26E-05
4698,5.26E-05
4945,5.26E-05
7487,5.25E-05
8153,5.25E-05
19993,5.24E-05
781,5.24E-05
2517,5.24E-05
2946,5.23E-05
3544,5.23E-05
12066,5.23E-05
10624,5.23E-05
5776,5.22E-05
13097,5.22E-05
15201,5.22E-05
3690,5.21E-05
6941,5.21E-05
610,5.20E-05
8514,5.20E-05
47937,5.20E-05
5264,5.19E-05
2107,5.19E-05
24027,5.19E-05
43990,5.19E-05
10453,5.19E-05
599,5.18E-05
8784,5.18E-05
25127,5.18E-05
4853,5.18E-05
8969,5.18E-05
995,5.18E-05
14645,5.17E-05
363,5.17E-05
11143,5.16E-05
5259,5.16E-05
2538,5.15E-05
1506,5.15E-05
3854,5.15E-05
2104,5.14E-05
636,5.14E-05
15496,5.14E-05
18940,5.14E-05
6055,5.14E-05
890,5.14E-05
311,5.14E-05
22347,5.13E-05
67877,5.13E-05
592,5.13E-05
34116,5.13E-05
3485,5.13E-05
16939,5.13E-05
287,5.12E-05
7247,5.12E-05
10692,5.12E-05
1144,5.12E-05
5262,5.11E-05
4549,5.11E-05
14812,5.11E-05
795,5.11E-05
72346,5.10E-05
2499,5.09E-05
21995,5.09E-05
2932,5.09E-05
839,5.09E-05
47799,5.09E-05
3117,5.09E-05
13263,5.08E-05
3426,5.08E-05
2798,5.08E-05
8796,5.08E-05
3393,5.07E-05
22840,5.07E-05
5143,5.07E-05
15414,5.07E-05
5317,5.06E-05
448,5.06E-05
3860,5.06E-05
6830,5.06E-05
12823,5.05E-05
75292,5.05E-05
16248,5.05E-05
1701,5.05E-05
1845,5.05E-05
424,5.04E-05
1772,5.04E-05
270,5.04E-05
2960,5.04E-05
14107,5.04E-05
53715,5.04E-05
4527,5.03E-05
1654,5.03E-05
2367,5.02E-05
8749,5.02E-05
1450,5.02E-05
7804,5.02E-05
1481,5.02E-05
1564,5.02E-05
2625,5.02E-05
2796,5.02E-05
2305,5.01E-05
18692,5.01E-05
3715,5.01E-05
7944,5.01E-05
7427,5.00E-05
2977,5.00E-05
3522,5.00E-05
2343,5.00E-05
6837,5.00E-05
8769,4.99E-05
13198,4.99E-05
1742,4.98E-05
4957,4.98E-05
6623,4.98E-05
8744,4.97E-05
14594,4.97E-05
3439,4.96E-05
3923,4.96E-05
920,4.96E-05
9008,4.96E-05
269,4.95E-05
14562,4.95E-05
4406,4.95E-05
3550,4.94E-05
11810,4.94E-05
1663,4.94E-05
3,4.94E-05
1684,4.94E-05
6950,4.94E-05
1677,4.93E-05
2672,4.93E-05
1697,4.93E-05
34090,4.93E-05
2324,4.92E-05
7778,4.92E-05
1227,4.92E-05
1575,4.91E-05
2376,4.90E-05
635,4.90E-05
9646,4.89E-05
961,4.89E-05
24224,4.88E-05
15071,4.87E-05
52684,4.87E-05
566,4.87E-05
1249,4.87E-05
6875,4.87E-05
9777,4.87E-05
5961,4.86E-05
9051,4.86E-05
1313,4.85E-05
4559,4.85E-05
4618,4.85E-05
2608,4.85E-05
2105,4.85E-05
6419,4.85E-05
7302,4.84E-05
4397,4.84E-05
14570,4.83E-05
20833,4.83E-05
8020,4.82E-05
831,4.82E-05
709,4.82E-05
1774,4.82E-05
23965,4.82E-05
3897,4.81E-05
7341,4.81E-05
8526,4.81E-05
34632,4.81E-05
12193,4.80E-05
10434,4.80E-05
6979,4.80E-05
2191,4.80E-05
45351,4.80E-05
57176,4.79E-05
32424,4.79E-05
1112,4.79E-05
19462,4.79E-05
17715,4.78E-05
3269,4.78E-05
8989,4.78E-05
3254,4.77E-05
18539,4.77E-05
10979,4.77E-05
7191,4.76E-05
829,4.76E-05
3186,4.76E-05
2508,4.76E-05
3878,4.76E-05
9248,4.75E-05
2629,4.75E-05
2599,4.75E-05
2112,4.75E-05
10424,4.75E-05
21936,4.74E-05
406,4.74E-05
1457,4.73E-05
1322,4.73E-05
10550,4.73E-05
10370,4.73E-05
234,4.73E-05
2336,4.73E-05
13267,4.72E-05
1639,4.72E-05
1252,4.72E-05
53359,4.72E-05
4343,4.71E-05
456,4.71E-05
6490,4.71E-05
261,4.71E-05
21414,4.71E-05
16050,4.71E-05
28909,4.71E-05
2164,4.70E-05
241,4.70E-05
2905,4.70E-05
4615,4.70E-05
9320,4.70E-05
1970,4.70E-05
4208,4.70E-05
7777,4.69E-05
4464,4.69E-05
3644,4.69E-05
33595,4.69E-05
35337,4.69E-05
3407,4.69E-05
9016,4.69E-05
2752,4.68E-05
12249,4.68E-05
2123,4.68E-05
4330,4.68E-05
10449,4.68E-05
1536,4.68E-05
9629,4.68E-05
1680,4.67E-05
17238,4.66E-05
2430,4.66E-05
6962,4.66E-05
13434,4.66E-05
2982,4.65E-05
3346,4.65E-05
11184,4.65E-05
1786,4.64E-05
3976,4.64E-05
902,4.64E-05
3302,4.64E-05
1690,4.64E-05
14797,4.63E-05
2338,4.63E-05
5033,4.62E-05
3934,4.62E-05
2509,4.62E-05
13125,4.62E-05
71365,4.61E-05
45052,4.61E-05
324,4.61E-05
2362,4.61E-05
2826,4.61E-05
6142,4.60E-05
4095,4.60E-05
6977,4.60E-05
2816,4.60E-05
8655,4.60E-05
2535,4.60E-05
1490,4.60E-05
3250,4.59E-05
17251,4.59E-05
7793,4.59E-05
1125,4.59E-05
1727,4.59E-05
2492,4.59E-05
18765,4.59E-05
6947,4.58E-05
6588,4.58E-05
1158,4.58E-05
8423,4.58E-05
35529,4.58E-05
396,4.58E-05
10064,4.58E-05
2500,4.57E-05
12752,4.57E-05
12771,4.57E-05
48433,4.56E-05
14583,4.56E-05
16129,4.56E-05
3973,4.56E-05
4116,4.56E-05
1465,4.55E-05
3933,4.54E-05
2985,4.54E-05
22546,4.54E-05
898,4.54E-05
13000,4.53E-05
3564,4.53E-05
6141,4.53E-05
23702,4.53E-05
8776,4.53E-05
47,4.52E-05
69187,4.52E-05
50914,4.52E-05
858,4.52E-05
50268,4.52E-05
11161,4.52E-05
947,4.52E-05
6591,4.52E-05
822,4.51E-05
35515,4.51E-05
6586,4.51E-05
19332,4.51E-05
1445,4.50E-05
2039,4.50E-05
4777,4.50E-05
630,4.49E-05
827,4.49E-05
2341,4.49E-05
3637,4.49E-05
14572,4.49E-05
6493,4.48E-05
1840,4.47E-05
805,4.47E-05
1730,4.47E-05
18956,4.47E-05
192,4.47E-05
71051,4.47E-05
5510,4.46E-05
10598,4.46E-05
28804,4.45E-05
4380,4.45E-05
3678,4.45E-05
10306,4.45E-05
8255,4.44E-05
4939,4.44E-05
211,4.44E-05
4374,4.44E-05
2205,4.44E-05
4435,4.44E-05
10938,4.43E-05
4949,4.43E-05
14844,4.42E-05
10413,4.42E-05
8647,4.41E-05
1607,4.41E-05
11238,4.41E-05
679,4.41E-05
16657,4.40E-05
19138,4.40E-05
18682,4.40E-05
5073,4.40E-05
3766,4.40E-05
896,4.39E-05
20194,4.39E-05
3951,4.39E-05
3211,4.39E-05
2176,4.39E-05
3116,4.39E-05
4090,4.38E-05
16375,4.38E-05
6148,4.38E-05
1853,4.38E-05
692,4.38E-05
13694,4.38E-05
2645,4.37E-05
15528,4.37E-05
55599,4.37E-05
4951,4.37E-05
1535,4.36E-05
3180,4.36E-05
19334,4.36E-05
10416,4.36E-05
2162,4.36E-05
8273,4.36E-05
9693,4.36E-05
5034,4.36E-05
75544,4.36E-05
777,4.35E-05
6114,4.35E-05
775,4.35E-05
391,4.35E-05
3167,4.35E-05
1365,4.35E-05
28126,4.34E-05
2090,4.34E-05
1142,4.34E-05
2965,4.33E-05
10951,4.33E-05
17486,4.33E-05
4806,4.33E-05
10704,4.32E-05
4288,4.32E-05
8335,4.32E-05
2422,4.32E-05
1524,4.32E-05
570,4.32E-05
28324,4.31E-05
7635,4.31E-05
3220,4.31E-05
216,4.31E-05
31317,4.31E-05
1410,4.30E-05
14437,4.30E-05
6045,4.30E-05
19689,4.29E-05
22832,4.29E-05
5103,4.29E-05
8433,4.29E-05
8362,4.28E-05
8502,4.28E-05
4128,4.28E-05
50720,4.28E-05
1582,4.28E-05
2471,4.28E-05
6555,4.28E-05
12626,4.28E-05
8261,4.27E-05
10442,4.27E-05
2566,4.27E-05
14430,4.27E-05
14895,4.27E-05
7757,4.27E-05
2746,4.27E-05
48378,4.26E-05
9340,4.26E-05
9848,4.26E-05
1165,4.25E-05
15802,4.25E-05
2812,4.25E-05
1189,4.25E-05
4003,4.25E-05
9431,4.24E-05
4005,4.24E-05
951,4.24E-05
9390,4.24E-05
29648,4.24E-05
2470,4.23E-05
607,4.23E-05
22842,4.23E-05
7,4.23E-05
2909,4.23E-05
8166,4.23E-05
16334,4.22E-05
2541,4.22E-05
43651,4.22E-05
11753,4.22E-05
6952,4.22E-05
15545,4.22E-05
5076,4.22E-05
4970,4.22E-05
43043,4.22E-05
362,4.21E-05
3168,4.21E-05
4538,4.21E-05
55011,4.21E-05
4315,4.21E-05
7692,4.21E-05
4785,4.20E-05
4253,4.20E-05
14532,4.20E-05
11231,4.19E-05
5141,4.19E-05
4017,4.19E-05
21956,4.19E-05
10483,4.19E-05
6589,4.19E-05
12315,4.18E-05
1017,4.18E-05
346,4.18E-05
6523,4.18E-05
12498,4.18E-05
7912,4.17E-05
10170,4.17E-05
19107,4.17E-05
2707,4.17E-05
3586,4.16E-05
4472,4.16E-05
9641,4.16E-05
8686,4.16E-05
3832,4.16E-05
4547,4.16E-05
18789,4.16E-05
8781,4.15E-05
8062,4.15E-05
12945,4.15E-05
1423,4.15E-05
627,4.15E-05
6521,4.15E-05
9331,4.14E-05
168,4.14E-05
2759,4.14E-05
55207,4.14E-05
13063,4.14E-05
1251,4.14E-05
1233,4.13E-05
2870,4.13E-05
778,4.13E-05
1758,4.13E-05
4603,4.13E-05
12246,4.13E-05
32849,4.12E-05
8122,4.12E-05
6670,4.11E-05
2097,4.11E-05
9994,4.10E-05
5580,4.10E-05
14940,4.10E-05
2242,4.10E-05
21605,4.09E-05
2026,4.09E-05
1124,4.09E-05
16956,4.09E-05
1001,4.09E-05
28062,4.08E-05
35192,4.08E-05
65247,4.08E-05
8021,4.07E-05
10855,4.07E-05
946,4.07E-05
1541,4.07E-05
9086,4.07E-05
13634,4.07E-05
7166,4.06E-05
16721,4.06E-05
611,4.06E-05
3921,4.06E-05
10486,4.06E-05
3828,4.06E-05
5973,4.06E-05
4324,4.06E-05
3473,4.06E-05
2433,4.06E-05
7059,4.05E-05
17007,4.05E-05
16850,4.05E-05
16202,4.05E-05
3165,4.05E-05
3714,4.05E-05
9591,4.05E-05
5627,4.05E-05
425,4.05E-05
5766,4.05E-05
7938,4.03E-05
9330,4.03E-05
73752,4.03E-05
7599,4.02E-05
2958,4.02E-05
5363,4.02E-05
16893,4.02E-05
10467,4.01E-05
8734,4.01E-05
2048,4.00E-05
22344,4.00E-05
9317,4.00E-05
4394,3.99E-05
5791,3.99E-05
9007,3.99E-05
2751,3.99E-05
1865,3.98E-05
4300,3.98E-05
6772,3.98E-05
3511,3.98E-05
2888,3.97E-05
11226,3.97E-05
8714,3.97E-05
9316,3.97E-05
13269,3.97E-05
2507,3.97E-05
6483,3.97E-05
5107,3.97E-05
8163,3.97E-05
13260,3.97E-05
6138,3.96E-05
11515,3.96E-05
1855,3.96E-05
5722,3.96E-05
5267,3.96E-05
2938,3.96E-05
1102,3.96E-05
1211,3.95E-05
5628,3.95E-05
667,3.95E-05
2291,3.95E-05
6146,3.95E-05
9398,3.95E-05
966,3.95E-05
1528,3.95E-05
50956,3.95E-05
12510,3.95E-05
8370,3.94E-05
12245,3.94E-05
3482,3.94E-05
23701,3.94E-05
52,3.93E-05
2526,3.93E-05
4377,3.93E-05
6658,3.93E-05
4568,3.92E-05
2711,3.92E-05
9776,3.91E-05
64065,3.91E-05
2642,3.91E-05
4834,3.90E-05
344,3.90E-05
1019,3.90E-05
5248,3.90E-05
12556,3.90E-05
20196,3.89E-05
42001,3.89E-05
2121,3.89E-05
660,3.89E-05
1310,3.89E-05
7517,3.89E-05
6497,3.89E-05
4345,3.89E-05
13216,3.88E-05
8184,3.88E-05
5340,3.88E-05
6470,3.88E-05
2415,3.88E-05
2302,3.88E-05
6956,3.88E-05
3948,3.88E-05
1830,3.88E-05
3124,3.88E-05
4607,3.88E-05
10311,3.87E-05
9084,3.87E-05
50901,3.87E-05
3535,3.87E-05
18938,3.87E-05
9166,3.86E-05
9364,3.86E-05
1306,3.86E-05
373,3.86E-05
7409,3.86E-05
1773,3.86E-05
6466,3.85E-05
1044,3.85E-05
3464,3.85E-05
11257,3.85E-05
912,3.85E-05
15607,3.85E-05
13036,3.85E-05
21376,3.85E-05
291,3.85E-05
17581,3.85E-05
1303,3.84E-05
12636,3.84E-05
13686,3.84E-05
10478,3.84E-05
3219,3.84E-05
2139,3.83E-05
4482,3.83E-05
1278,3.83E-05
4692,3.82E-05
4870,3.82E-05
4633,3.82E-05
19709,3.82E-05
352,3.82E-05
67417,3.81E-05
15652,3.81E-05
1851,3.81E-05
749,3.81E-05
11242,3.80E-05
1537,3.80E-05
4944,3.80E-05
129,3.80E-05
18130,3.80E-05
5761,3.80E-05
68452,3.79E-05
10325,3.79E-05
8029,3.79E-05
6012,3.79E-05
5266,3.79E-05
12907,3.79E-05
2515,3.79E-05
12346,3.79E-05
16377,3.79E-05
14884,3.79E-05
5415,3.79E-05
12301,3.78E-05
1678,3.78E-05
8772,3.78E-05
2206,3.78E-05
11637,3.78E-05
6592,3.78E-05
11915,3.77E-05
17200,3.77E-05
13299,3.77E-05
529,3.77E-05
34220,3.77E-05
6159,3.77E-05
8727,3.77E-05
3512,3.77E-05
6815,3.77E-05
6824,3.77E-05
2963,3.76E-05
20211,3.76E-05
3263,3.76E-05
8657,3.76E-05
14512,3.76E-05
1616,3.76E-05
332,3.76E-05
2463,3.75E-05
16991,3.75E-05
4269,3.75E-05
13706,3.75E-05
4696,3.74E-05
38629,3.74E-05
10636,3.74E-05
23837,3.74E-05
2804,3.73E-05
5905,3.73E-05
8321,3.73E-05
5260,3.73E-05
33597,3.73E-05
7138,3.73E-05
11164,3.73E-05
6291,3.73E-05
11586,3.73E-05
4706,3.72E-05
8775,3.72E-05
31459,3.72E-05
14490,3.72E-05
7177,3.72E-05
562,3.72E-05
1414,3.72E-05
3039,3.72E-05
5058,3.71E-05
2928,3.71E-05
2307,3.71E-05
10482,3.71E-05
242,3.71E-05
9258,3.70E-05
956,3.70E-05
1831,3.70E-05
7042,3.70E-05
16829,3.70E-05
8504,3.70E-05
6132,3.70E-05
7039,3.70E-05
3885,3.69E-05
12481,3.69E-05
8949,3.69E-05
7101,3.69E-05
2223,3.69E-05
1180,3.69E-05
2788,3.69E-05
6634,3.69E-05
15349,3.69E-05
37615,3.69E-05
3412,3.68E-05
19611,3.68E-05
8424,3.68E-05
2576,3.68E-05
33457,3.68E-05
14566,3.68E-05
4452,3.68E-05
6873,3.68E-05
6851,3.68E-05
16811,3.67E-05
4913,3.67E-05
18261,3.67E-05
5887,3.67E-05
6458,3.67E-05
9300,3.67E-05
71404,3.67E-05
23676,3.67E-05
2171,3.66E-05
67672,3.66E-05
2380,3.66E-05
59260,3.66E-05
3076,3.66E-05
12795,3.66E-05
6663,3.65E-05
38957,3.65E-05
75321,3.65E-05
2289,3.65E-05
356,3.65E-05
6613,3.65E-05
3868,3.64E-05
336,3.64E-05
5070,3.64E-05
14098,3.64E-05
2835,3.63E-05
5204,3.63E-05
23678,3.63E-05
51015,3.63E-05
4052,3.63E-05
5617,3.63E-05
15668,3.63E-05
15921,3.63E-05
13150,3.62E-05
12022,3.62E-05
908,3.62E-05
5882,3.62E-05
10255,3.62E-05
34222,3.62E-05
6522,3.62E-05
11568,3.62E-05
13941,3.61E-05
3268,3.61E-05
812,3.61E-05
14849,3.61E-05
8788,3.61E-05
67671,3.61E-05
5674,3.61E-05
1879,3.60E-05
7905,3.60E-05
55791,3.60E-05
19703,3.60E-05
7246,3.60E-05
3594,3.60E-05
7961,3.60E-05
20086,3.60E-05
11246,3.59E-05
10980,3.59E-05
37691,3.59E-05
21278,3.58E-05
24783,3.58E-05
2574,3.58E-05
3075,3.58E-05
8684,3.58E-05
10912,3.58E-05
2216,3.58E-05
1764,3.58E-05
13722,3.58E-05
46498,3.58E-05
39820,3.58E-05
32123,3.58E-05
9333,3.58E-05
4512,3.58E-05
2791,3.57E-05
26775,3.57E-05
11187,3.57E-05
33069,3.57E-05
7832,3.57E-05
22871,3.57E-05
8283,3.57E-05
6467,3.56E-05
3652,3.56E-05
18912,3.56E-05
16279,3.56E-05
6170,3.56E-05
293,3.56E-05
11333,3.55E-05
55093,3.55E-05
6255,3.55E-05
691,3.55E-05
12747,3.55E-05
10192,3.55E-05
16838,3.55E-05
7959,3.55E-05
16898,3.55E-05
7051,3.55E-05
10422,3.55E-05
6904,3.54E-05
11828,3.54E-05
1183,3.54E-05
4546,3.54E-05
61288,3.54E-05
61289,3.54E-05
61290,3.54E-05
5178,3.54E-05
10732,3.54E-05
3874,3.54E-05
14537,3.54E-05
10694,3.53E-05
6245,3.53E-05
1109,3.53E-05
17948,3.53E-05
7067,3.53E-05
2703,3.52E-05
1275,3.52E-05
19701,3.52E-05
4060,3.52E-05
62153,3.52E-05
20895,3.52E-05
3054,3.52E-05
11583,3.51E-05
19699,3.51E-05
7105,3.51E-05
1161,3.51E-05
5202,3.50E-05
1526,3.50E-05
6869,3.50E-05
5932,3.49E-05
2428,3.49E-05
11022,3.49E-05
3077,3.49E-05
6501,3.49E-05
3105,3.49E-05
6597,3.49E-05
10551,3.49E-05
6508,3.48E-05
5425,3.48E-05
1587,3.48E-05
66892,3.48E-05
20287,3.48E-05
20727,3.48E-05
1732,3.48E-05
4716,3.48E-05
5462,3.47E-05
8797,3.47E-05
7578,3.47E-05
70618,3.47E-05
3474,3.47E-05
2949,3.47E-05
257,3.47E-05
984,3.47E-05
1841,3.46E-05
